Line_Item_Quantity,Pack_Price,Unit_Price,Brand,Dosage_Form,Country,Dosage,Item_Description,Weight_Kilograms,PO_SO,Total_Cost
12800,18.9,0.16,Aluvia,Tablet,Mozambique,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",2844,SO-47091,247022.53
22918,7.12,0.12,Generic,Tablet - FDC,Ethiopia,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1689,SO-21990,172685.56
10000,19.66,0.16,Generic,Tablet,Côte d'Ivoire,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",7041,SO-50111,225237.8
81,1.45,0.01,Generic,Oral solution,Guyana,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",32,SO-46070,845.9
181926,2.44,0.04,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",11438,SO-41281,449017.94
31971,7.27,0.12,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",11111,SO-44560,269997.54000000004
200,350.0,3.5,OraQuick,Test kit,Haiti,300mg,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",480,SCMS-51230,79471.88
88403,7.72,0.13,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",9421,SO-42681,698887.08
17760,10.0,0.33,Generic,Tablet - FDC,Vietnam,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",2516,SCMS-274370,181618.98
28926,10.62,0.35,Generic,Tablet,Ethiopia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",4593,SO-22020,324697.58999999997
9792,7.4,0.12,Generic,Tablet - FDC,Vietnam,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",836,SCMS-23300,77712.82
2072,24.5,24.5,Colloidal Gold,Test kit,Rwanda,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",1383,SCMS-198222,69150.77
4,4.61,0.15,Generic,Tablet - FDC,Nigeria,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",34119,SO-48908,69755.46
7888,80.0,0.8,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1357,SCMS-58380,645366.4500000001
46600,10.52,0.35,Generic,Tablet - FDC,Côte d'Ivoire,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",6107,SO-43310,514672.95
38707,8.13,0.14,Generic,Tablet - FDC,Cameroon,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",4926,SCMS-204300,355304.77999999997
3000,2.24,0.07,Generic,Capsule,Vietnam,50mg,"Efavirenz 50mg, capsule, 30 Caps",436,SCMS-145520,7967.58
95,92.43,0.77,Prezista,Tablet,Uganda,300mg,"Darunavir 300mg [Prezista], tablets, 120 Tabs",14,SCMS-96910,8966.34
11216,11.35,0.19,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1894,SO-31360,140844.52
143,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",14,SO-21781,10204.72
177285,7.72,0.13,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",41904,SO-51427,1454991.99
19512,5.38,0.09,Generic,Tablet - FDC,Zimbabwe,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",10589,SO-39510,120809.04
3750,80.0,0.8,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1065,SCMS-55902,310663.76
1200,1.25,0.04,Generic,Chewable/dispersible tablet,Uganda,50mg,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",64,SCMS-220810,2397.89
180000,10.52,0.35,Generic,Tablet - FDC,Nigeria,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",26361,SO-44260,1916703.38
100,80.0,0.8,Determine,Test kit,Botswana,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",32,SO-425,8785.765
300,24.5,24.5,Colloidal Gold,Test kit,Haiti,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",182,SCMS-189220,9940.92
5869,11.22,0.19,Generic,Tablet - FDC,Rwanda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",758,SO-36580,74921.65999999999
1240,2.02,0.07,Generic,Capsule,Vietnam,50mg,"Efavirenz 50mg, capsule, 30 Caps",71,SCMS-156250,3498.3500000000004
2460,7.0,0.12,Generic,Chewable/dispersible tablet - FDC,Haiti,60/30mg,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",173,SCMS-138590,18556.89
17760,10.0,0.33,Generic,Tablet - FDC,Vietnam,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",2523,SCMS-274390,182593.23
20000,13.6,0.15,Generic,Tablet - FDC + co-blister,Swaziland,150/300mg+600mg,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",3295,SCMS-124160,289663.54
9924,7.5,0.12,Generic,Tablet,Nigeria,300mg,"Zidovudine 300mg, tablets, 60 Tabs",544,SO-35090,84326.57
6915,25.45,0.42,Generic,Tablet,Tanzania,300mg,"Abacavir 300mg, tablets, 60 Tabs",1067,SO-31283,178549.18
841,66.6,0.55,Prezista,Tablet,Uganda,300mg,"Darunavir 300mg [Prezista], tablets, 120 Tabs",169,SCMS-192170,56439.42
2548,12.96,0.22,Generic,Tablet,Zambia,300mg,"Abacavir 300mg, tablets, 60 Tabs",3090,SO-41720,44256.91
520,25.0,0.42,Generic,Tablet,Vietnam,300mg,"Abacavir 300mg, tablets, 60 Tabs",137,SCMS-20181,18281.26
1700,10.5,0.18,Generic,Chewable/dispersible tablet,Vietnam,100mg,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",356,SCMS-476,32922.635
5085,70.0,0.7,Determine,Test kit,Rwanda,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",1154,SCMS-51670,403371.07999999996
10620,2.59,0.04,Generic,Tablet,Rwanda,150mg,"Lamivudine 150mg, tablets, 60 Tabs",593,SCMS-50800,28290.52
60300,3.09,0.05,Generic,Tablet,Rwanda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",3539,SCMS-48940,203461.63
167716,3.19,0.11,Generic,Tablet,Ghana,600mg,"Efavirenz 600mg, tablets, 30 Tabs",10803,SCMS-245410,560200.26
30000,8.76,0.15,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2715,SO-34400,270718.27
60,1.49,0.02,Generic,Capsule,Uganda,30mg,"Stavudine 30mg, capsules, 60 Caps",4,SO-26160,615.99
132,20.0,0.67,Generic,Capsule,Uganda,300mg,"Atazanavir 300mg, capsules, 30 Caps",12,SCMS-173470,3668.64
48,4.7,0.16,Generic,Tablet - FDC,Dominican Republic,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",29,SO-46130,820.28
2744,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1235,SCMS-162440,270135.59
115211,3.75,0.06,Generic,Chewable/dispersible tablet - FDC,Zimbabwe,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",6428,SO-45120,448422.88
1461,20.5,0.68,Generic,Tablet - FDC,Côte d'Ivoire,600/300mg,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",154780,SCMS-64530,31679.19
3500,70.0,0.7,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",794,SCMS-56480,258027.49
5259,80.0,0.8,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1584,SCMS-33830,444320.06
408,14.49,0.24,Generic,Tablet,Vietnam,300mg,"Abacavir 300mg, tablets, 60 Tabs",42,SCMS-113650,10310.51
84,32.0,1.6,Uni-Gold,Test kit,Tanzania,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",33,SCMS-235400,3630.1400000000003
2000,10.0,0.33,Generic,Tablet - FDC,Uganda,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",168,SO-34960,23034.04
1860,7.4,0.12,Generic,Tablet - FDC,Uganda,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",192,SO-1820,15403.54
400,7.0,0.12,Videx,Chewable/dispersible tablet,Vietnam,25mg,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",148,SCMS-46550,2819.85
13307,3.55,0.12,Generic,Tablet,Vietnam,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",1018,SCMS-199850,48979.87
4987,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2022,SCMS-240830,474557.24
206508,11.89,0.4,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",22895,SO-46660,2472066.5700000003
40,76.72,0.23,Norvir,Capsule,Vietnam,100mg,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",114,SCMS-53720,7485.54
120200,19.92,0.66,Generic,Tablet - FDC,Zambia,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",13222,SO-37420,2404017.37
180,12.96,0.22,Generic,Tablet,Burundi,300mg,"Abacavir 300mg, tablets, 60 Tabs",123,SO-44660,3837.09
5625,2.02,0.01,Generic,Oral solution,Mozambique,10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",2157,SO-38690,13547.46
336000,9.6,0.32,Generic,Tablet - FDC,Zimbabwe,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",37955,SO-49160,3270993.51
1800,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",730,SCMS-201220,154529.39
274,15.0,0.06,Generic,Oral solution,Haiti,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",98,SO-24831,5881.900000000001
43680,6.54,0.11,Generic,Tablet,Mozambique,300mg,"Zidovudine 300mg, tablets, 60 Tabs",6535,SO-44863,291970.73
100,72.15,0.72,Determine,Test kit,Cameroon,300mg,"HIV 1/2, Determine Kit without Lancets, Buffer or Caplillary Tubes, 100 Tests",18,SCMS-122260,8505.02
588,13.6,0.06,Generic,Oral solution,Côte d'Ivoire,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",215,SO-37750,14420.58
695,89.0,0.89,Determine,Test kit,South Sudan,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",351,SCMS-147640,68387.4
2084,1.95,0.01,Generic,Oral suspension,Côte d'Ivoire,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",794,SO-38090,12830.920000000002
25338,12.42,0.41,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1974,SO-1653,323038.08
156995,7.72,0.13,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",32219,SO-51091,1263817.18
336,7.5,0.12,Generic,Tablet,Vietnam,300mg,"Zidovudine 300mg, tablets, 60 Tabs",120,SCMS-56300,11538.79
10780,1.45,0.02,Generic,Capsule,Vietnam,30mg,"Stavudine 30mg, capsules, 60 Caps",502,SCMS-23470,23231.61
45233,7.0,0.12,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",3984,SO-45540,337097.41
747,7.0,0.12,Videx,Chewable/dispersible tablet,Zimbabwe,25mg,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",169,SCMS-186820,7623.09
10000,9.35,0.16,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",905,SO-23431,108811.62999999999
47312,4.22,0.14,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",20230,SO-38800,279924.15
48264,2.02,0.01,Generic,Oral solution,South Africa,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",17436,SCMS-83830,108149.84
3000,77.7,0.78,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",679,SCMS-75380,244766.05
1300,2.9,0.05,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",125,SO-34280,6475.04
110291,4.51,0.15,Generic,Tablet,South Africa,600mg,"Efavirenz 600mg, tablets, 30 Tabs",9375,SCMS-103510,508184.51999999996
1500,70.0,0.7,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",341,SCMS-39430,114955.53
561,5.73,0.1,Generic,Tablet - FDC,Ethiopia,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",341,SO-37102,3335.68
3686,7.0,0.23,Generic,Tablet,Vietnam,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",255,SCMS-69710,32376.32
1927,6.76,0.11,Generic,Tablet,Guyana,300mg,"Zidovudine 300mg, tablets, 60 Tabs",466,SO-44500,18767.03
275,11.22,0.19,Generic,Tablet - FDC,Mozambique,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",36,SO-40321,6560.59
10565,20.0,0.67,Generic,Tablet,Tanzania,300/100mg,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",1412,SCMS-225820,218275.23
55,91.5,1.52,Isentress,Tablet,Uganda,400mg,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",6,SCMS-96930,5139.8
17167,20.22,0.17,Aluvia,Tablet,Tanzania,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",3547,SO-45000,353598.22
400,7.0,0.12,Videx,Chewable/dispersible tablet,Vietnam,25mg,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",81,SCMS-23380,4840.14
108,36.0,0.3,Intelence,Tablet,Uganda,100mg,"Etravirine 100mg [Intelence], tablets, 120 Tabs",22,SCMS-192080,4157.8099999999995
500,80.0,0.8,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",171,SCMS-38,41277.725000000006
7000,8.1,0.13,Generic,Tablet - FDC,Vietnam,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",974,SCMS-251670,57827.6
1379,1.74,0.03,Generic,Tablet,Côte d'Ivoire,150mg,"Lamivudine 150mg, tablets, 60 Tabs",157,SO-47160,3328.63
5900,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2393,SCMS-215051,505515.04
55,350.0,3.5,OraQuick,Test kit,Haiti,300mg,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",132,SCMS-42700,22300.92
167,29.0,1.45,Stat-Pak,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",50,SCMS-124110,5979.73
463,139.0,1.39,Capillus,Test kit,Rwanda,300mg,"HIV 1/2, Capillus HIV Kit, 100 Tests",450,SCMS-14150,68820.8
2393,7.12,0.12,Generic,Tablet - FDC,Zambia,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",256,SO-32500,19086.41
20000,11.8,0.2,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",2283,SO-17720,250048.66
200000,8.11,0.14,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",51698,SO-47272,1652479.99
6238,8.1,0.13,Generic,Tablet - FDC,Vietnam,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",866,SCMS-199750,52054.54
80071,11.15,0.37,Generic,Tablet - FDC,Mozambique,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",18838,SO-44860,901824.14
476,76.0,1.9,Genie,Test kit,Côte d'Ivoire,300mg,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",509,SCMS-18290,41680.39
15,38.36,0.11,Norvir,Capsule,Uganda,100mg,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",53,SCMS-75280,1284.8400000000001
13020,1.45,0.02,Generic,Capsule,Vietnam,30mg,"Stavudine 30mg, capsules, 60 Caps",861,SCMS-51770,20788.53
20327,4.62,0.15,Generic,Tablet - FDC,Zambia,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",2130,SO-47209,100707.7
2586,9.3,0.1,Generic,Tablet,Rwanda,200mg,"Efavirenz 200mg, scored tablets, 90 Tabs",164,SO-47480,26812.27
19000,12.01,0.4,Generic,Tablet,Namibia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1485,SO-1676,231572.05000000002
60440,3.4,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",5725,SO-1314,221496.32
2500,80.0,0.8,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",857354,SCMS-291,205248.185
92887,7.3,0.12,Generic,Tablet,South Africa,300mg,"Zidovudine 300mg, tablets, 60 Tabs",4810,SCMS-103380,685793.7799999999
9744,4.7,0.16,Generic,Tablet - FDC,Côte d'Ivoire,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",989,SO-46342,58778.25
81,23.26,0.78,Norvir,Tablet,Vietnam,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",6,SCMS-199700,5436.09
5996,80.0,0.8,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1363,SO-41950,502524.31
1090,2.1,0.01,Generic,Oral solution,"Congo, DRC",10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",408,SO-48851,7871.789999999999
800,3.78,0.13,Generic,Tablet,Mozambique,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",64,SO-48871,3194.07
21,60.82,0.2,Kaletra,Oral solution,Guyana,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",52,SCMS-154460,2376.09
27574,6.08,0.2,Generic,Tablet - FDC,Nigeria,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",2376,SO-41450,193116.93
51520,2.31,0.04,Generic,Tablet,Zimbabwe,200mg,"Nevirapine 200mg, tablets, 60 Tabs",19991,SO-44360,130101.3
4200,8.76,0.15,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",275,SO-35000,48862.44
5056,1.92,0.01,Generic,Oral suspension,Haiti,10mg/ml,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",2166,SO-2056,32679.050000000003
5432,11.23,0.19,Generic,Tablet,Zambia,300mg,"Abacavir 300mg, tablets, 60 Tabs",506,SO-48010,61700.02
45000,4.63,0.15,Generic,Tablet - FDC,Namibia,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",4688,SO-49510,240627.47999999998
10500,3.75,0.06,Generic,Chewable/dispersible tablet - FDC,Côte d'Ivoire,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",574,SO-46371,43487.52
5994,24.5,24.5,Colloidal Gold,Test kit,Rwanda,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",3996,SCMS-232310,200066.16999999998
3794,30.82,0.1,Kaletra,Oral solution,Zimbabwe,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",3287,SCMS-239160,143566.5
62,5.5,0.09,Generic,Tablet,Guyana,300mg,"Zidovudine 300mg, tablets, 60 Tabs",4,SO-46802,1001.7900000000001
18528,8.26,0.14,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1713,SO-40930,168966.59999999998
13164,20.22,0.17,Aluvia,Tablet,Uganda,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",2722,SO-46190,275110.04000000004
5900,50.4,1.68,Atripla,Tablet - FDC,Nigeria,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",493,SCMS-26482,299562.98000000004
700,32.0,1.6,Uni-Gold,Test kit,Namibia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",236,SCMS-37070,29305.910000000003
2374,1.95,0.01,Generic,Oral suspension,Tanzania,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",888,SO-40522,9054.900000000001
21765,7.12,0.12,Generic,Tablet - FDC,Nigeria,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1984,SO-24482,162600.36
1000,1.95,0.01,Generic,Oral suspension,Haiti,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",830,SO-38120,8509.95
1244,14.1,0.47,Generic,Tablet - FDC,Benin,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",175,SCMS-109830,23433.9
4200,32.0,1.6,Uni-Gold,Test kit,Ethiopia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",1413,SCMS-27810,152795.69
2559,8.82,0.29,Generic,Tablet - FDC,Uganda,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",338,SO-39140,26005.570000000003
30874,11.15,0.37,Generic,Tablet - FDC,Uganda,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",4133,SO-46861,368961.89999999997
2000,50.4,1.68,Atripla,Tablet - FDC,Côte d'Ivoire,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",269,SCMS-83691,102332.46
48551,11.22,0.19,Generic,Tablet - FDC,Mozambique,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",15664,SO-36020,557801.1
4484,80.0,0.8,Determine,Test kit,Pakistan,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1948,SCMS-149800,380912.32
116254,10.29,0.17,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",14964,SO-42335,1215020.8099999998
85,350.0,3.5,OraQuick,Test kit,Haiti,300mg,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",187,SCMS-89580,33068.37
960,1.72,0.03,Generic,Tablet,Haiti,150mg,"Lamivudine 150mg, tablets, 60 Tabs",8385,SCMS-240130,13989.35
500,32.0,1.6,Uni-Gold,Test kit,Angola,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",260,SCMS-91620,25632.4
2000,10.0,0.33,Generic,Tablet - FDC,Uganda,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",168,SO-35860,21948.75
370,1.85,0.01,Generic,Oral solution,Vietnam,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",2998,SCMS-156140,5216.75
4300,2.33,0.04,Generic,Tablet,Nigeria,150mg,"Lamivudine 150mg, tablets, 60 Tabs",220,SO-39994,28531.43
500,36.16,0.3,Aluvia,Tablet,Nigeria,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",130,SCMS-51240,19714.66
2000,5.13,0.17,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",563,SO-36170,11806.68
6000,7.71,0.13,Generic,Tablet,Zambia,300mg,"Zidovudine 300mg, tablets, 60 Tabs",341,SO-24960,48569.939999999995
7412,77.7,0.78,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",2097,SCMS-118360,592754.62
2098,18.34,0.61,Videx EC,Delayed-release capsules - blister,Tanzania,250mg,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",140,SCMS-103290,40411.54
594,27.6,0.92,Stat-Pak,Test kit,Burundi,300mg,"HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests",63,SCMS-260820,17291.22
20,350.0,3.5,OraQuick,Test kit,Botswana,300mg,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",48,SCMS-41870,8185.83
3354,11.22,0.19,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",393,SO-35690,39399.64
2167,2.26,0.04,Generic,Tablet,"Congo, DRC",200mg,"Nevirapine 200mg, tablets, 60 Tabs",211,SO-47640,8434.31
49,7.3,0.08,Generic,Tablet,Guyana,200mg,"Efavirenz 200mg, scored tablets, 90 Tabs",110,SO-44530,3536.14
1200,1.53,0.05,Generic,Tablet - FDC + blister,Nigeria,500/25mg,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, Blister 10 x 3 Tabs",52,SCMS-144320,2267.23
23355,2.35,0.04,Generic,Tablet,Vietnam,150mg,"Lamivudine 150mg, tablets, 60 Tabs",1073,SCMS-113620,60196.689999999995
720,9.35,0.16,Generic,Tablet - FDC,Mozambique,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",66,SO-15085,7517.23
2352,5.0,0.05,Generic,Capsule,Côte d'Ivoire,100mg,"Zidovudine 100mg, capsules, 100 Caps",3189,SO-34500,12994.529999999999
13429,19.71,0.16,Generic,Tablet,Côte d'Ivoire,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",3522,SO-47154,279943.65
